DrugBank_ID,Drug_Name,Predicted_Disease_ID,Predicted_Disease_Name,Matched_Targets,Bridging_Genes,Rule_Confidence,Rule_Growth_Rate,Validation_Status
DB07451,1-(5-BROMO-PYRIDIN-2-YL)-3-[2-(6-FLUORO-2-HYDROXY-3-PROPIONYL-PHENYL)-CYCLOPROPYL]-UREA,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07343,"4-[4-AMINO-6-(2,6-DICHLORO-PHENOXY)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07337,"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07332,"ALPHA-(2,6-DICHLOROPHENYL)-ALPHA-(2-ACETYL-5-METHYLANILINO)ACETAMIDE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07327,R-95845,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07184,"6-(cyclohexylsulfanyl)-1-(ethoxymethyl)-5-(1-methylethyl)pyrimidine-2,4(1H,3H)-dione",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07035,"(2E)-3-{3-[(5-ETHYL-3-IODO-6-METHYL-2-OXO-1,2-DIHYDROPYRIDIN-4-YL)OXY]PHENYL}ACRYLONITRILE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07018,5-ETHYL-3-[(2-METHOXYETHYL)METHYLAMINO]-6-METHYL-4-(3-METHYLBENZYL)PYRIDIN-2(1H)-ONE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB06910,"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB06874,"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07892,1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07885,Talviraline,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07884,Opaviraline,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07871,6-CHLORO-4-(CYCLOHEXYLOXY)-3-ISOPROPYLQUINOLIN-2(1H)-ONE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07869,6-Chloro-4-[(R)-cyclohexylsulfinyl]-3-propyl-2(1H)-quinolinone,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07868,6-CHLORO-4-(CYCLOHEXYLSULFANYL)-3-PROPYLQUINOLIN-2(1H)-ONE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07867,6-CHLORO-4-(CYCLOHEXYLOXY)-3-PROPYLQUINOLIN-2(1H)-ONE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07864,4-[(CYCLOPROPYLETHYNYL)OXY]-6-FLUORO-3-ISOPROPYLQUINOLIN-2(1H)-ONE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07826,2-[4-chloro-2-(phenylcarbonyl)phenoxy]-N-phenylacetamide,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07820,"6-(3',5'-DIMETHYLBENZYL)-1-ETHOXYMETHYL-5-ISOPROPYLURACIL",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07806,"(2R,4S)-2-[(R)-BENZYLCARBAMOYL-PHENYLACETYL-METHYL]-5,5-DIMETHYL-THIAZOLIDINE-4-CARBOXYLIC ACID",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07797,N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-CHLORO-PYRIDYL]-THIOUREA,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07781,N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-NITRILOMETHYL-PYRIDYL]-THIOUREA,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07679,"(9S,12S)-9-(1-methylethyl)-7,10-dioxo-2-oxa-8,11-diazabicyclo[12.2.2]octadeca-1(16),14,17-triene-12-carboxylic acid",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07634,"(2,6-Dimethylphenoxy)acetic acid",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07581,5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOPROPYL-HEXANOIC ACID,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08286,1-Naphthoxyacetic acid,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08284,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-iodophenyl)thiocarbamate",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08282,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-chlorophenyl)thiocarbamate",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08281,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-bromophenyl)thiocarbamate",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08274,"6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08231,Myristic acid,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,"TRAPPC3, PPP3CA, NCOA1, CALM1, LY96, FKBP1A, GM2A, PKIA, INS, CALM2, RCVRN, HNF4A, ARF1, TLR4, PVR, GUCA1A, CALM3, PPP3R1, PPARA, ARF6, ABL1, ECI2, PRKACA",0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08212,1-[2-(3-ACETYL-2-HYDROXY-6-METHOXY-PHENYL)-CYCLOPROPYL]-3-(5-CYANO-PYRIDIN-2-YL)-THIOUREA,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08211,5-bromo-3-(pyrrolidin-1-ylsulfonyl)-1H-indole-2-carboxamide,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08188,Emivirine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08154,3-chloro-5-[2-chloro-5-(1H-indazol-3-ylmethoxy)phenoxy]benzonitrile,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08115,2-aminoethyl naphthalen-1-ylacetate,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08041,3-BENZYLOXYCARBONYLAMINO-2-HYDROXY-4-PHENYL-BUTYRIC ACID,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08034,"(E)-3,4-DIHYDROXY-N'-[(2-METHOXYNAPHTHALEN-1-YL)METHYLENE]BENZOHYDRAZIDE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08027,CAP-1,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07961,"1-(4-Cyano-phenyl)-3-[2-(2,6-dichloro-phenyl)-1-imino-ethyl]-thiourea",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB07910,"(2S)-2-amino-3-phenylpropane-1,1-diol",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08598,R-82913,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08528,"2-AMINO-6-(3,5-DIMETHYLPHENYL)SULFONYLBENZONITRILE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
DB08502,Capravirine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,间接机制,0.717948717948718,23.745420385157352,🌟 零样本全新发现
