antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-2', 'TARGET_Glutamate_receptor_2', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-4'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Glutamate_receptor_2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-1', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-4'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-1', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Glutamate_receptor_2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-5', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-1'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-3'}),frozenset({'DISEASE_C0917801'}),0.005762179151388162,0.012048192771084338,0.005762179151388162,1.0,83.0,1.0,0.005692755306190714,inf,0.9936775553213911,0.4782608695652174,1.0,0.7391304347826086
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-1', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-3'})",frozenset({'DISEASE_C0917801'}),0.005762179151388162,0.012048192771084338,0.005762179151388162,1.0,83.0,1.0,0.005692755306190714,inf,0.9936775553213911,0.4782608695652174,1.0,0.7391304347826086
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-3'})",frozenset({'DISEASE_C0917801'}),0.005762179151388162,0.012048192771084338,0.005762179151388162,1.0,83.0,1.0,0.005692755306190714,inf,0.9936775553213911,0.4782608695652174,1.0,0.7391304347826086
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-1', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-4'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-2', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-2', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-4'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-1', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Glutamate_receptor_2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-5', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-3'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-2', 'TARGET_Glutamate_receptor_2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-3'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Glutamate_receptor_2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-5', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-4'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-1'})",frozenset({'DISEASE_C0917801'}),0.005762179151388162,0.012048192771084338,0.005762179151388162,1.0,83.0,1.0,0.005692755306190714,inf,0.9936775553213911,0.4782608695652174,1.0,0.7391304347826086
frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-2'}),frozenset({'DISEASE_C0917801'}),0.005762179151388162,0.012048192771084338,0.005762179151388162,1.0,83.0,1.0,0.005692755306190714,inf,0.9936775553213911,0.4782608695652174,1.0,0.7391304347826086
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-1', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-4', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-1', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-4'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Glutamate_receptor_2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-1', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-3'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Glutamate_receptor_2', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-4', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-4'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-2', 'TARGET_Glutamate_receptor_2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-5'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Glutamate_receptor_2', 'TARGET_Gamma-aminobutyric_acid_receptor_subunit_alpha-5', 'TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7'})",frozenset({'DISEASE_C0917801'}),0.0041906757464641176,0.012048192771084338,0.0041906757464641176,1.0,83.0,1.0,0.00414018567722961,inf,0.9921094160967912,0.34782608695652173,1.0,0.6739130434782609
"frozenset({'TARGET_Mineralocorticoid_receptor', 'TARGET_Estrogen_receptor'})",frozenset({'DISEASE_C0600142'}),0.0041906757464641176,0.010476689366160294,0.003143006809848088,0.75,71.58749999999999,1.0,0.0030991024018180817,3.9580932425353588,0.990180606698229,0.2727272727272727,0.7473530968766543,0.525
"frozenset({'TARGET_Mineralocorticoid_receptor', 'TARGET_Androgen_receptor', 'TARGET_Estrogen_receptor'})",frozenset({'DISEASE_C0600142'}),0.0041906757464641176,0.010476689366160294,0.003143006809848088,0.75,71.58749999999999,1.0,0.0030991024018180817,3.9580932425353588,0.990180606698229,0.2727272727272727,0.7473530968766543,0.525
frozenset({'TARGET_GABA(A)_Receptor'}),frozenset({'DISEASE_C0917801'}),0.007333682556312206,0.012048192771084338,0.006286013619696176,0.8571428571428571,71.14285714285714,1.0,0.006197655998535789,6.915662650602407,0.9932277924362357,0.48,0.8554006968641115,0.6894409937888198
frozenset({'TARGET_GABA(A)_Receptor_Benzodiazepine_Binding_Site'}),frozenset({'DISEASE_C0917801'}),0.003666841278156103,0.012048192771084338,0.003143006809848088,0.8571428571428571,71.14285714285714,1.0,0.0030988279992678943,6.915662650602407,0.989572379950929,0.25,0.8554006968641115,0.5590062111801242
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_1A', 'TARGET_D(1A)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.0041906757464641176,0.014143530644316397,0.0041906757464641176,1.0,70.7037037037037,1.0,0.004131404795623609,inf,0.9900052603892687,0.2962962962962963,1.0,0.6481481481481481
"frozenset({'TARGET_Alpha-2C_adrenergic_receptor', 'TARGET_Histamine_H1_receptor', 'TARGET_D(1A)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Alpha-2C_adrenergic_receptor', 'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_2C'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_1A', 'TARGET_Alpha-2B_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Alpha-2C_adrenergic_receptor', 'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-2B_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_2A', 'TARGET_Alpha-2B_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-2B_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-2A_adrenergic_receptor', 'TARGET_D(2)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-2A_adrenergic_receptor', 'TARGET_D(1A)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Alpha-2C_adrenergic_receptor', 'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-2A_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-2B_adrenergic_receptor', 'TARGET_D(1A)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_2C', 'TARGET_Alpha-2B_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-2B_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-2A_adrenergic_receptor', 'TARGET_Alpha-2B_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-1A_adrenergic_receptor', 'TARGET_Alpha-2B_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-2B_adrenergic_receptor', 'TARGET_D(2)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-2A_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_Histamine_H1_receptor', 'TARGET_D(1A)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.0041906757464641176,0.014143530644316397,0.0041906757464641176,1.0,70.7037037037037,1.0,0.004131404795623609,inf,0.9900052603892687,0.2962962962962963,1.0,0.6481481481481481
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_Histamine_H1_receptor', 'TARGET_D(4)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_1A', 'TARGET_D(4)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003666841278156103,0.014143530644316397,0.003666841278156103,1.0,70.7037037037037,1.0,0.0036149791961706578,inf,0.9894847528916929,0.25925925925925924,1.0,0.6296296296296297
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_D(3)_dopamine_receptor', 'TARGET_Alpha-2B_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_6', 'TARGET_5-hydroxytryptamine_receptor_1A', 'TARGET_D(2)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_6', 'TARGET_5-hydroxytryptamine_receptor_1A', 'TARGET_D(1A)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_D(3)_dopamine_receptor', 'TARGET_Alpha-2A_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_6', 'TARGET_D(3)_dopamine_receptor', 'TARGET_5-hydroxytryptamine_receptor_1A'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_6'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_5-hydroxytryptamine_receptor_6', 'TARGET_D(3)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_5-hydroxytryptamine_receptor_6', 'TARGET_D(2)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_5-hydroxytryptamine_receptor_6', 'TARGET_5-hydroxytryptamine_receptor_1A'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_5-hydroxytryptamine_receptor_6', 'TARGET_5-hydroxytryptamine_receptor_2C'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_5-hydroxytryptamine_receptor_6', 'TARGET_5-hydroxytryptamine_receptor_2A'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_5-hydroxytryptamine_receptor_6'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_5-hydroxytryptamine_receptor_6', 'TARGET_D(1A)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.003143006809848088,0.014143530644316397,0.003143006809848088,1.0,70.7037037037037,1.0,0.0030985535967177065,inf,0.9889647924330005,0.2222222222222222,1.0,0.6111111111111112
"frozenset({'TARGET_Reverse_transcriptase/RNaseH', 'TARGET_Gag-Pol_polyprotein'})",frozenset({'DISEASE_C0019693'}),0.008381351492928235,0.014667365112624411,0.008381351492928235,1.0,68.17857142857143,1.0,0.008258419150444217,inf,0.9936608557844693,0.5714285714285714,1.0,0.7857142857142857
frozenset({'TARGET_Reverse_transcriptase/RNaseH'}),frozenset({'DISEASE_C0019693'}),0.008381351492928235,0.014667365112624411,0.008381351492928235,1.0,68.17857142857143,1.0,0.008258419150444217,inf,0.9936608557844693,0.5714285714285714,1.0,0.7857142857142857
"frozenset({'TARGET_Mineralocorticoid_receptor', 'TARGET_Androgen_receptor'})",frozenset({'DISEASE_C0600142'}),0.005238344683080147,0.010476689366160294,0.003666841278156103,0.7,66.815,1.0,0.0036119607681185948,3.298411035446132,0.9902204167607012,0.30434782608695654,0.6968237162519851,0.5249999999999999
"frozenset({'TARGET_Androgen_receptor', 'TARGET_Estrogen_receptor'})",frozenset({'DISEASE_C0600142'}),0.006809848088004191,0.010476689366160294,0.004714510214772132,0.6923076923076923,66.08076923076922,1.0,0.004643165551723371,3.2159507595599788,0.9916197843413034,0.375,0.6890499653866514,0.5711538461538461
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_2A', 'TARGET_D(1A)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.005238344683080147,0.014143530644316397,0.004714510214772132,0.9,63.63333333333333,1.0,0.0046404215262214965,9.858564693556838,0.989468141126909,0.32142857142857145,0.8985653560042508,0.6166666666666667
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_D(3)_dopamine_receptor', 'TARGET_5-hydroxytryptamine_receptor_1A'})",frozenset({'DISEASE_C0036341'}),0.005238344683080147,0.014143530644316397,0.004714510214772132,0.9,63.63333333333333,1.0,0.0046404215262214965,9.858564693556838,0.989468141126909,0.32142857142857145,0.8985653560042508,0.6166666666666667
"frozenset({'TARGET_D(1A)_dopamine_receptor', 'TARGET_5-hydroxytryptamine_receptor_2A', 'TARGET_5-hydroxytryptamine_receptor_1A'})",frozenset({'DISEASE_C0036341'}),0.005238344683080147,0.014143530644316397,0.004714510214772132,0.9,63.63333333333333,1.0,0.0046404215262214965,9.858564693556838,0.989468141126909,0.32142857142857145,0.8985653560042508,0.6166666666666667
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_1A'})",frozenset({'DISEASE_C0036341'}),0.005238344683080147,0.014143530644316397,0.004714510214772132,0.9,63.63333333333333,1.0,0.0046404215262214965,9.858564693556838,0.989468141126909,0.32142857142857145,0.8985653560042508,0.6166666666666667
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_Histamine_H1_receptor', 'TARGET_D(2)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.005238344683080147,0.014143530644316397,0.004714510214772132,0.9,63.63333333333333,1.0,0.0046404215262214965,9.858564693556838,0.989468141126909,0.32142857142857145,0.8985653560042508,0.6166666666666667
"frozenset({'TARGET_Alpha-2C_adrenergic_receptor', 'TARGET_Histamine_H1_receptor'})",frozenset({'DISEASE_C0036341'}),0.004714510214772132,0.014143530644316397,0.0041906757464641176,0.8888888888888888,62.84773662551439,1.0,0.004123995926768545,8.872708224201148,0.9887499999999998,0.2857142857142857,0.887294840004723,0.5925925925925926
"frozenset({'TARGET_Alpha-2C_adrenergic_receptor', 'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_2A'})",frozenset({'DISEASE_C0036341'}),0.004714510214772132,0.014143530644316397,0.0041906757464641176,0.8888888888888888,62.84773662551439,1.0,0.004123995926768545,8.872708224201148,0.9887499999999998,0.2857142857142857,0.887294840004723,0.5925925925925926
"frozenset({'TARGET_Alpha-2C_adrenergic_receptor', 'TARGET_Histamine_H1_receptor', 'TARGET_D(2)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.004714510214772132,0.014143530644316397,0.0041906757464641176,0.8888888888888888,62.84773662551439,1.0,0.004123995926768545,8.872708224201148,0.9887499999999998,0.2857142857142857,0.887294840004723,0.5925925925925926
"frozenset({'TARGET_5-hydroxytryptamine_receptor_2A', 'TARGET_Alpha-2A_adrenergic_receptor', 'TARGET_D(2)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.004714510214772132,0.014143530644316397,0.0041906757464641176,0.8888888888888888,62.84773662551439,1.0,0.004123995926768545,8.872708224201148,0.9887499999999998,0.2857142857142857,0.887294840004723,0.5925925925925926
"frozenset({'TARGET_Alpha-2C_adrenergic_receptor', 'TARGET_Histamine_H1_receptor', 'TARGET_5-hydroxytryptamine_receptor_1A'})",frozenset({'DISEASE_C0036341'}),0.004714510214772132,0.014143530644316397,0.0041906757464641176,0.8888888888888888,62.84773662551439,1.0,0.004123995926768545,8.872708224201148,0.9887499999999998,0.2857142857142857,0.887294840004723,0.5925925925925926
"frozenset({'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-1A_adrenergic_receptor', 'TARGET_D(1A)_dopamine_receptor'})",frozenset({'DISEASE_C0036341'}),0.004714510214772132,0.014143530644316397,0.0041906757464641176,0.8888888888888888,62.84773662551439,1.0,0.004123995926768545,8.872708224201148,0.9887499999999998,0.2857142857142857,0.887294840004723,0.5925925925925926
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_D(1A)_dopamine_receptor', 'TARGET_5-hydroxytryptamine_receptor_2A'})",frozenset({'DISEASE_C0036341'}),0.004714510214772132,0.014143530644316397,0.0041906757464641176,0.8888888888888888,62.84773662551439,1.0,0.004123995926768545,8.872708224201148,0.9887499999999998,0.2857142857142857,0.887294840004723,0.5925925925925926
"frozenset({'TARGET_5-hydroxytryptamine_receptor_7', 'TARGET_Histamine_H1_receptor', 'TARGET_Alpha-1A_adrenergic_receptor'})",frozenset({'DISEASE_C0036341'}),0.004714510214772132,0.014143530644316397,0.0041906757464641176,0.8888888888888888,62.84773662551439,1.0,0.004123995926768545,8.872708224201148,0.9887499999999998,0.2857142857142857,0.887294840004723,0.5925925925925926
